KEY:NONE --- 9@8 --- . PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:ATTR --- 0@-1 --- 二 X DP:dep DPW:。 DPPOS:X OP:NONE EM:NONE
KEY:ATTR --- 1@0 --- 手 X DP:dep DPW:。 DPPOS:X OP:NONE EM:NONE
KEY:NONE --- 2@1 --- ? X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:OP --- 3@2 --- 便宜 X DP:dep DPW:。 DPPOS:X OP:POS EM:NONE
KEY:NONE --- 4@3 --- ， X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 5@4 --- 金 X DP:dep DPW:。 DPPOS:X OP:NONE EM:NONE
KEY:NONE --- 6@5 --- ? X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 7@6 --- ? X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 8@7 --- ? X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 9@8 --- 。 X DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE

KEY:ATTR --- 0@-1 --- 像 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:ATTR --- 1@0 --- 素 AD DP:advmod DPW:低 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 2@1 --- 低 VA DP:ccomp DPW:像 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 3@2 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 4@3 --- ? PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 5@4 --- 光 VV DP:dep DPW:低 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 6@5 --- 不 AD DP:neg DPW:光 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 7@6 --- 太 AD DP:advmod DPW:光 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 8@7 --- ? PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 9@8 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 10@9 --- ? PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 11@10 --- 池 NN DP:nn DPW:耐用 DPPOS:NN OP:NONE EM:NONE
KEY:NONE --- 12@11 --- 不 NN DP:nn DPW:耐用 DPPOS:NN OP:NONE EM:NONE
KEY:OP --- 13@12 --- 耐用 NN DP:dep DPW:像 DPPOS:VV OP:POS EM:NONE
KEY:NONE --- 14@13 --- 。 PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 很多 X DP:dep DPW:. DPPOS:X OP:NONE EM:NONE
KEY:NONE --- 1@0 --- . X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 2@1 --- . X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 3@2 --- . X DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 4@3 --- . X DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE

KEY:ATTR --- 0@-1 --- 反映 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:OP --- 1@0 --- 慢 VA DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 2@1 --- 了 AS DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 3@2 --- 点 M DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 还 AD DP:advmod DPW:是 DPPOS:VC OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 是 VC DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:OP --- 2@1 --- 不错 VA DP:rcmod DPW:机器 DPPOS:NN OP:POS EM:NONE
KEY:NONE --- 3@2 --- 的 DEC DP:cpm DPW:不错 DPPOS:VA OP:NONE EM:NONE
KEY:ATTR --- 4@3 --- 机器 NN DP:attr DPW:是 DPPOS:VC OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 金属外壳 NN DP:nsubj DPW:感觉 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 1@0 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 2@1 --- 感觉 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:OP --- 3@2 --- 好 VA DP:ccomp DPW:感觉 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 4@3 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 5@4 --- 象素 NN DP:nsubj DPW:可以 DPPOS:VV OP:NONE EM:NONE
KEY:OP --- 6@5 --- 还 AD DP:advmod DPW:可以 DPPOS:VV OP:NONE EM:NONE
KEY:OP --- 7@6 --- 可以 VV DP:dep DPW:感觉 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 8@7 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 金属外壳 NN DP:nsubj DPW:砸 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 1@0 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 2@1 --- 我们 PN DP:nsubj DPW:砸 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 3@2 --- 工程 NN DP:lobj DPW:上 DPPOS:LC OP:NONE EM:NONE
KEY:NONE --- 4@3 --- 上 LC DP:loc DPW:砸 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 5@4 --- 使用 VV DP:mmod DPW:砸 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 6@5 --- 不 AD DP:neg DPW:砸 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 7@6 --- 小心 AD DP:advmod DPW:砸 DPPOS:VV OP:POS EM:NONE
KEY:NONE --- 8@7 --- 砸 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:NONE --- 9@8 --- 过 AS DP:asp DPW:砸 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 10@9 --- 多次 AD DP:advmod DPW:砸 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 11@10 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 12@11 --- 比较 AD DP:advmod DPW:结实 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 13@12 --- 结实 VA DP:conj DPW:砸 DPPOS:VV OP:POS EM:NONE
KEY:NONE --- 14@13 --- 。 PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:ATTR --- 0@-1 --- 功能 NN DP:nsubj DPW:少 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 太 AD DP:advmod DPW:少 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 2@1 --- 少 VA DP:top DPW:是 DPPOS:VC OP:NONE EM:NONE
KEY:NONE --- 3@2 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 4@3 --- 特别 AD DP:advmod DPW:难以忍受 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 5@4 --- 难以忍受 VA DP:dep DPW:少 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 6@5 --- 的 DEC DP:cpm DPW:少 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 7@6 --- 是 VC DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:ATTR --- 8@7 --- 响应 NN DP:nn DPW:时间 DPPOS:NN OP:NONE EM:NONE
KEY:ATTR --- 9@8 --- 时间 NN DP:attr DPW:是 DPPOS:VC OP:NONE EM:NONE
KEY:NONE --- 10@9 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 11@10 --- 开关机 NN DP:nn DPW:时间 DPPOS:NN OP:NONE EM:NONE
KEY:ATTR --- 12@11 --- 时间 NN DP:nsubj DPW:慢 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 13@12 --- 太 AD DP:advmod DPW:慢 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 14@13 --- 慢 VA DP:dep DPW:是 DPPOS:VC OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 用 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 过 AS DP:asp DPW:用 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 2@1 --- 。 PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:ATTR --- 0@-1 --- 解像 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 力高 NN DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 2@1 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 3@2 --- 有 VE DP:conj DPW:解像 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 4@3 --- 金属 NN DP:nn DPW:质感 DPPOS:NN OP:NONE EM:NONE
KEY:NONE --- 5@4 --- 质感 NN DP:dobj DPW:有 DPPOS:VE OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 2 CD DP:dep DPW:平正 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 、 PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 2@1 --- 机身 NN DP:nsubj DPW:平正 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 3@2 --- 过于 AD DP:advmod DPW:平正 DPPOS:VV OP:NONE EM:NONE
KEY:OP --- 4@3 --- 平正 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:NONE --- 5@4 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 6@5 --- 且 CC DP:cc DPW:平正 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 7@6 --- 使用 VV DP:dep DPW:平正 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 8@7 --- 了 AS DP:asp DPW:使用 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 9@8 --- 强度 NN DP:nsubj DPW:高 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 10@9 --- 不 AD DP:neg DPW:高 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 11@10 --- 高 VA DP:rcmod DPW:工程塑料 DPPOS:NN OP:NONE EM:NONE
KEY:NONE --- 12@11 --- 的 DEC DP:cpm DPW:高 DPPOS:VA OP:NONE EM:NONE
KEY:ATTR --- 13@12 --- 工程塑料 NN DP:dobj DPW:使用 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 14@13 --- ； PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 4 CD DP:dep DPW:大 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 、 PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 2@1 --- 耗电量 NN DP:nsubj DPW:大 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 3@2 --- 太 AD DP:advmod DPW:大 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 4@3 --- 大 VA DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:NONE --- 5@4 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 6@5 --- 电池 NN DP:dep DPW:厚 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 7@6 --- 太 AD DP:advmod DPW:厚 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 8@7 --- 厚 VA DP:dep DPW:大 DPPOS:VA OP:NONE EM:NONE
KEY:NONE --- 9@8 --- ； PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 6 CD DP:dep DPW:不准 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 、 PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 2@1 --- 白平衡 NN DP:nsubj DPW:不准 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 3@2 --- 经常 AD DP:advmod DPW:不准 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 4@3 --- 不准 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 7 CD DP:dep DPW:卡 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 、 PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 2@1 --- 经常 AD DP:advmod DPW:认 DPPOS:VV OP:NONE EM:NONE
KEY:OP --- 3@2 --- 不 AD DP:neg DPW:认 DPPOS:VV OP:NONE EM:NONE
KEY:OP --- 4@3 --- 认 VV DP:dep DPW:卡 DPPOS:VV OP:NONE EM:NONE
KEY:ATTR --- 5@4 --- CF NN DP:dobj DPW:认 DPPOS:VV OP:NONE EM:NONE
KEY:ATTR --- 6@5 --- 卡 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE

KEY:NONE --- 0@-1 --- 1 CD DP:nummod DPW:机身 DPPOS:NN OP:NONE EM:NONE
KEY:NONE --- 1@0 --- 全 DT DP:det DPW:铝合金 DPPOS:NN OP:NONE EM:NONE
KEY:NONE --- 2@1 --- 铝合金 NN DP:nn DPW:机身 DPPOS:NN OP:NONE EM:NONE
KEY:NONE --- 3@2 --- 机身 NN DP:nsubj DPW:用料 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 4@3 --- （ PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 5@4 --- 除了 P DP:prep DPW:舱盖 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 6@5 --- 电池 NN DP:pobj DPW:除了 DPPOS:P OP:NONE EM:NONE
KEY:NONE --- 7@6 --- 舱盖 VV DP:dep DPW:用料 DPPOS:VV OP:NONE EM:NONE
KEY:NONE --- 8@7 --- ） PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:NONE --- 9@8 --- ， PU DP:NONE DPW:NONE DPPOS:NONE OP:NONE EM:NONE
KEY:ATTR --- 10@9 --- 用料 VV DP:root DPW:ROOT DPPOS:ROOT OP:NONE EM:NONE
KEY:NONE --- 11@10 --- 绝对 AD DP:advmod DPW:实在 DPPOS:VA OP:NONE EM:NONE
KEY:OP --- 12@11 --- 实在 VA DP:ccomp DPW:用料 DPPOS:VV OP:POS EM:NONE
