KEY:NONE --- 2@15 --- W:1.8ccd #W:1.8ccd WW:[1.8ccd|DPW:多] POS:CD #POS:CD PP:[CD|DPPOS:VA] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 3@3 --- W:, #W:, WW:[,|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:ATTR --- 4@6 --- W:分辨率 #W:分辨率 WW:[分辨率|DPW:色彩] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:conj OP:NONE EM:NONE
KEY:NONE --- 5@6 --- W:和 #W:和 WW:[和|DPW:色彩] POS:CC #POS:CC PP:[CC|DPPOS:NN] #DP:cc OP:NONE EM:NONE
KEY:ATTR --- 6@15 --- W:色彩 #W:色彩 WW:[色彩|DPW:多] POS:NN #POS:NN PP:[NN|DPPOS:VA] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 7@13 --- W:比 #W:比 WW:[比|DPW:好] POS:P #POS:P PP:[P|DPPOS:VA] #DP:prep OP:NONE EM:NONE
KEY:NONE --- 8@11 --- W:一般 #W:一般 WW:[一般|DPW:万] POS:JJ #POS:JJ PP:[JJ|DPPOS:CD] #DP:assmod OP:NONE EM:NONE
KEY:NONE --- 9@8 --- W:的 #W:的 WW:[的|DPW:一般] POS:DEG #POS:DEG PP:[DEG|DPPOS:JJ] #DP:assm OP:NONE EM:NONE
KEY:NONE --- 10@11 --- W:130 #W:130 WW:[130|DPW:万] POS:CD #POS:CD PP:[CD|DPPOS:CD] #DP:nummod OP:NONE EM:NONE
KEY:NONE --- 11@7 --- W:万 #W:万 WW:[万|DPW:比] POS:CD #POS:CD PP:[CD|DPPOS:P] #DP:pobj OP:NONE EM:NONE
KEY:NONE --- 12@13 --- W:要 #W:要 WW:[要|DPW:好] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 13@15 --- W:好 #W:好 WW:[好|DPW:多] POS:VA #POS:VA PP:[VA|DPPOS:VA] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 14@13 --- W:的 #W:的 WW:[的|DPW:好] POS:DEC #POS:DEC PP:[DEC|DPPOS:VA] #DP:cpm OP:NONE EM:NONE
KEY:NONE --- 15@-1 --- W:多 #W:多 WW:[多|DPW:ROOT] POS:VA #POS:VA PP:[VA|DPPOS:ROOT] #DP:root OP:NONE EM:NONE

KEY:NONE --- 0@5 --- W:用 #W:用 WW:[用|DPW:贵] POS:P #POS:P PP:[P|DPPOS:VA] #DP:prep OP:NONE EM:NONE
KEY:NONE --- 1@2 --- W:2CR5 #W:2CR5 WW:[2CR5|DPW:电池] POS:CD #POS:CD PP:[CD|DPPOS:NN] #DP:nummod OP:NONE EM:NONE
KEY:ATTR --- 2@0 --- W:电池 #W:电池 WW:[电池|DPW:用] POS:NN #POS:NN PP:[NN|DPPOS:P] #DP:pobj OP:NONE EM:NONE
KEY:NONE --- 3@3 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:NONE --- 4@5 --- W:太 #W:太 WW:[太|DPW:贵] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 5@-1 --- W:贵 #W:贵 WW:[贵|DPW:ROOT] POS:VA #POS:VA PP:[VA|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:NONE --- 6@5 --- W:了 #W:了 WW:[了|DPW:贵] POS:AS #POS:AS PP:[AS|DPPOS:VA] #DP:asp OP:NONE EM:NONE
KEY:NONE --- 7@7 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:NONE --- 8@9 --- W:还 #W:还 WW:[还|DPW:是] POS:AD #POS:AD PP:[AD|DPPOS:VC] #DP:advmod OP:NONE EM:NONE
KEY:NONE --- 9@5 --- W:是 #W:是 WW:[是|DPW:贵] POS:VC #POS:VC PP:[VC|DPPOS:VA] #DP:dep OP:NONE EM:NONE
KEY:NONE --- 10@11 --- W:个 #W:个 WW:[个|DPW:电老虎] POS:M #POS:M PP:[M|DPPOS:NN] #DP:clf OP:NONE EM:NONE
KEY:OP --- 11@9 --- W:电老虎 #W:电老虎 WW:[电老虎|DPW:是] POS:NN #POS:NN PP:[NN|DPPOS:VC] #DP:attr OP:NONE EM:NONE

KEY:NONE --- 0@3 --- W:国内 #W:国内 WW:[国内|DPW:货] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:nn OP:NONE EM:NONE
KEY:NONE --- 1@3 --- W:只有 #W:只有 WW:[只有|DPW:货] POS:AD #POS:AD PP:[AD|DPPOS:NN] #DP:advmod OP:NONE EM:NONE
KEY:NONE --- 2@3 --- W:水 #W:水 WW:[水|DPW:货] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:nn OP:NONE EM:NONE
KEY:NONE --- 3@8 --- W:货 #W:货 WW:[货|DPW:有] POS:NN #POS:NN PP:[NN|DPPOS:VE] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 4@4 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:NONE --- 5@6 --- W:二手 #W:二手 WW:[二手|DPW:市场] POS:JJ #POS:JJ PP:[JJ|DPPOS:NN] #DP:amod OP:NEG EM:NONE
KEY:NONE --- 6@7 --- W:市场 #W:市场 WW:[市场|DPW:上] POS:NN #POS:NN PP:[NN|DPPOS:LC] #DP:lobj OP:NONE EM:NONE
KEY:NONE --- 7@8 --- W:上 #W:上 WW:[上|DPW:有] POS:LC #POS:LC PP:[LC|DPPOS:VE] #DP:loc OP:NONE EM:NONE
KEY:NONE --- 8@-1 --- W:有 #W:有 WW:[有|DPW:ROOT] POS:VE #POS:VE PP:[VE|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:NONE --- 9@8 --- W:便宜货 #W:便宜货 WW:[便宜货|DPW:有] POS:NN #POS:NN PP:[NN|DPPOS:VE] #DP:dobj OP:NONE EM:NONE

KEY:NONE --- 0@2 --- W:金属 #W:金属 WW:[金属|DPW:外壳] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:assmod OP:NONE EM:NONE
KEY:NONE --- 1@0 --- W:的 #W:的 WW:[的|DPW:金属] POS:DEG #POS:DEG PP:[DEG|DPPOS:NN] #DP:assm OP:NONE EM:NONE
KEY:NONE --- 2@12 --- W:外壳 #W:外壳 WW:[外壳|DPW:微距] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:dep OP:NONE EM:NONE
KEY:NONE --- 3@3 --- W:, #W:, WW:[,|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:NONE --- 4@6 --- W:28 #W:28 WW:[28|DPW:广角] POS:CD #POS:CD PP:[CD|DPPOS:NN] #DP:assmod OP:NONE EM:NONE
KEY:NONE --- 5@4 --- W:的 #W:的 WW:[的|DPW:28] POS:DEG #POS:DEG PP:[DEG|DPPOS:CD] #DP:assm OP:NONE EM:NONE
KEY:NONE --- 6@12 --- W:广角 #W:广角 WW:[广角|DPW:微距] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:dep OP:NONE EM:NONE
KEY:NONE --- 7@7 --- W:, #W:, WW:[,|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:NONE --- 8@12 --- W:1.8 #W:1.8 WW:[1.8|DPW:微距] POS:CD #POS:CD PP:[CD|DPPOS:NN] #DP:assmod OP:NONE EM:NONE
KEY:NONE --- 9@8 --- W:的 #W:的 WW:[的|DPW:1.8] POS:DEG #POS:DEG PP:[DEG|DPPOS:CD] #DP:assm OP:NONE EM:NONE
KEY:NONE --- 10@12 --- W:LCD #W:LCD WW:[LCD|DPW:微距] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:conj OP:NONE EM:NONE
KEY:NONE --- 11@12 --- W:和 #W:和 WW:[和|DPW:微距] POS:CC #POS:CC PP:[CC|DPPOS:NN] #DP:cc OP:NONE EM:NONE
KEY:NONE --- 12@-1 --- W:微距 #W:微距 WW:[微距|DPW:ROOT] POS:NN #POS:NN PP:[NN|DPPOS:ROOT] #DP:root OP:NONE EM:NONE

KEY:ATTR --- 0@-1 --- W:像素 #W:像素 WW:[像素|DPW:ROOT] POS:VV #POS:VV PP:[VV|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:NONE --- 1@2 --- W:太 #W:太 WW:[太|DPW:低] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 2@0 --- W:低 #W:低 WW:[低|DPW:像素] POS:VA #POS:VA PP:[VA|DPPOS:VV] #DP:ccomp OP:NONE EM:NONE
KEY:NONE --- 3@3 --- W:! #W:! WW:[!|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE

KEY:NONE --- 0@4 --- W:和 #W:和 WW:[和|DPW:用] POS:P #POS:P PP:[P|DPPOS:VV] #DP:prep OP:NONE EM:NONE
KEY:NONE --- 1@0 --- W:笔记本 #W:笔记本 WW:[笔记本|DPW:和] POS:NN #POS:NN PP:[NN|DPPOS:P] #DP:pobj OP:NONE EM:NONE
KEY:NONE --- 2@4 --- W:电脑 #W:电脑 WW:[电脑|DPW:用] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 3@4 --- W:一起 #W:一起 WW:[一起|DPW:用] POS:AD #POS:AD PP:[AD|DPPOS:VV] #DP:advmod OP:NONE EM:NONE
KEY:NONE --- 4@-1 --- W:用 #W:用 WW:[用|DPW:ROOT] POS:VV #POS:VV PP:[VV|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:NONE --- 5@6 --- W:很 #W:很 WW:[很|DPW:方便] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 6@4 --- W:方便 #W:方便 WW:[方便|DPW:用] POS:VA #POS:VA PP:[VA|DPPOS:VV] #DP:dep OP:POS EM:NONE
KEY:NONE --- 7@7 --- W:. #W:. WW:[.|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE

KEY:NONE --- 0@1 --- W:广角 #W:广角 WW:[广角|DPW:端] POS:NN #POS:NN PP:[NN|DPPOS:LC] #DP:lobj OP:NONE EM:NONE
KEY:NONE --- 1@3 --- W:端 #W:端 WW:[端|DPW:微距] POS:LC #POS:LC PP:[LC|DPPOS:NN] #DP:assmod OP:NONE EM:NONE
KEY:NONE --- 2@1 --- W:的 #W:的 WW:[的|DPW:端] POS:DEG #POS:DEG PP:[DEG|DPPOS:LC] #DP:assm OP:NONE EM:NONE
KEY:ATTR --- 3@4 --- W:微距 #W:微距 WW:[微距|DPW:为] POS:NN #POS:NN PP:[NN|DPPOS:VC] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 4@-1 --- W:为 #W:为 WW:[为|DPW:ROOT] POS:VC #POS:VC PP:[VC|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:NONE --- 5@6 --- W:5 #W:5 WW:[5|DPW:CM] POS:CD #POS:CD PP:[CD|DPPOS:M] #DP:nummod OP:NONE EM:NONE
KEY:NONE --- 6@4 --- W:CM #W:CM WW:[CM|DPW:为] POS:M #POS:M PP:[M|DPPOS:VC] #DP:attr OP:NONE EM:NONE
KEY:NONE --- 7@8 --- W:很 #W:很 WW:[很|DPW:实用] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 8@4 --- W:实用 #W:实用 WW:[实用|DPW:为] POS:VA #POS:VA PP:[VA|DPPOS:VC] #DP:conj OP:POS EM:NONE
KEY:NONE --- 9@9 --- W:. #W:. WW:[.|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE

KEY:NONE --- 0@4 --- W:做成 #W:做成 WW:[做成|DPW:照片] POS:VV #POS:VV PP:[VV|DPPOS:NN] #DP:rcmod OP:NONE EM:NONE
KEY:NONE --- 1@2 --- W:3 #W:3 WW:[3|DPW:R] POS:CD #POS:CD PP:[CD|DPPOS:NN] #DP:nummod OP:NONE EM:NONE
KEY:NONE --- 2@0 --- W:R #W:R WW:[R|DPW:做成] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:dobj OP:NONE EM:NONE
KEY:NONE --- 3@0 --- W:的 #W:的 WW:[的|DPW:做成] POS:DEC #POS:DEC PP:[DEC|DPPOS:VV] #DP:cpm OP:NONE EM:NONE
KEY:ATTR --- 4@6 --- W:照片 #W:照片 WW:[照片|DPW:满足] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 5@6 --- W:能 #W:能 WW:[能|DPW:满足] POS:VV #POS:VV PP:[VV|DPPOS:VV] #DP:mmod OP:NONE EM:NONE
KEY:OP --- 6@-1 --- W:满足 #W:满足 WW:[满足|DPW:ROOT] POS:VV #POS:VV PP:[VV|DPPOS:ROOT] #DP:root OP:NONE EM:POS
KEY:NONE --- 7@9 --- W:平民 #W:平民 WW:[平民|DPW:要求] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:assmod OP:NONE EM:NONE
KEY:NONE --- 8@7 --- W:的 #W:的 WW:[的|DPW:平民] POS:DEG #POS:DEG PP:[DEG|DPPOS:NN] #DP:assm OP:NONE EM:NONE
KEY:NONE --- 9@6 --- W:要求 #W:要求 WW:[要求|DPW:满足] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:dobj OP:NONE EM:NONE
KEY:NONE --- 10@10 --- W:. #W:. WW:[.|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE

KEY:ATTR --- 0@1 --- W:二手價 #W:二手價 WW:[二手價|DPW:便宜] POS:CD #POS:CD PP:[CD|DPPOS:VA] #DP:nsubj OP:NONE EM:NONE
KEY:OP --- 1@-1 --- W:便宜 #W:便宜 WW:[便宜|DPW:ROOT] POS:VA #POS:VA PP:[VA|DPPOS:ROOT] #DP:root OP:POS EM:NONE
KEY:NONE --- 2@2 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:NONE --- 3@1 --- W:金屬機売 #W:金屬機売 WW:[金屬機売|DPW:便宜] POS:VA #POS:VA PP:[VA|DPPOS:VA] #DP:dep OP:NONE EM:NONE
KEY:NONE --- 4@4 --- W:。 #W:。 WW:[。|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE

KEY:ATTR --- 0@1 --- W:像素 #W:像素 WW:[像素|DPW:低] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 1@-1 --- W:低 #W:低 WW:[低|DPW:ROOT] POS:VA #POS:VA PP:[VA|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:NONE --- 2@2 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:ATTR --- 3@6 --- W:測光 #W:測光 WW:[測光|DPW:準] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:NONE --- 4@6 --- W:不 #W:不 WW:[不|DPW:準] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:neg OP:NONE EM:NONE
KEY:NONE --- 5@6 --- W:太 #W:太 WW:[太|DPW:準] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 6@1 --- W:準 #W:準 WW:[準|DPW:低] POS:VA #POS:VA PP:[VA|DPPOS:VA] #DP:conj OP:NONE EM:NONE
KEY:NONE --- 7@7 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:ATTR --- 8@1 --- W:電池 #W:電池 WW:[電池|DPW:低] POS:VV #POS:VV PP:[VV|DPPOS:VA] #DP:dep OP:NONE EM:NONE
KEY:NONE --- 9@8 --- W:不 #W:不 WW:[不|DPW:電池] POS:AD #POS:AD PP:[AD|DPPOS:VV] #DP:neg OP:NONE EM:NONE
KEY:OP --- 10@8 --- W:耐用 #W:耐用 WW:[耐用|DPW:電池] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:dobj OP:POS EM:NONE
KEY:NONE --- 11@11 --- W:。 #W:。 WW:[。|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE

KEY:NONE --- 0@1 --- W:很多 #W:很多 WW:[很多|DPW:....] POS:CD #POS:CD PP:[CD|DPPOS:M] #DP:nummod OP:NONE EM:NONE
KEY:NONE --- 1@-1 --- W:.... #W:.... WW:[....|DPW:ROOT] POS:M #POS:M PP:[M|DPPOS:ROOT] #DP:root OP:NONE EM:NONE

KEY:ATTR --- 0@-1 --- W:反映 #W:反映 WW:[反映|DPW:ROOT] POS:VV #POS:VV PP:[VV|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:OP --- 1@0 --- W:慢 #W:慢 WW:[慢|DPW:反映] POS:VA #POS:VA PP:[VA|DPPOS:VV] #DP:dep OP:NONE EM:NONE
KEY:NONE --- 2@1 --- W:了 #W:了 WW:[了|DPW:慢] POS:AS #POS:AS PP:[AS|DPPOS:VA] #DP:asp OP:NONE EM:NONE
KEY:NONE --- 3@1 --- W:点 #W:点 WW:[点|DPW:慢] POS:M #POS:M PP:[M|DPPOS:VA] #DP:dep OP:NONE EM:NONE

KEY:NONE --- 0@1 --- W:还是 #W:还是 WW:[还是|DPW:不错] POS:AD #POS:AD PP:[AD|DPPOS:VA] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 1@3 --- W:不错 #W:不错 WW:[不错|DPW:机器] POS:VA #POS:VA PP:[VA|DPPOS:NN] #DP:rcmod OP:POS EM:NONE
KEY:NONE --- 2@1 --- W:的 #W:的 WW:[的|DPW:不错] POS:DEC #POS:DEC PP:[DEC|DPPOS:VA] #DP:cpm OP:NONE EM:NONE
KEY:ATTR --- 3@-1 --- W:机器 #W:机器 WW:[机器|DPW:ROOT] POS:NN #POS:NN PP:[NN|DPPOS:ROOT] #DP:root OP:NONE EM:NONE

KEY:NONE --- 0@1 --- W:金属 #W:金属 WW:[金属|DPW:外壳] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:nn OP:NONE EM:NONE
KEY:NONE --- 1@3 --- W:外壳 #W:外壳 WW:[外壳|DPW:感觉] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 2@2 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:ATTR --- 3@-1 --- W:感觉 #W:感觉 WW:[感觉|DPW:ROOT] POS:VV #POS:VV PP:[VV|DPPOS:ROOT] #DP:root OP:NONE EM:NONE
KEY:OP --- 4@3 --- W:好 #W:好 WW:[好|DPW:感觉] POS:VA #POS:VA PP:[VA|DPPOS:VV] #DP:ccomp OP:NONE EM:NONE
KEY:NONE --- 5@5 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:ATTR --- 6@8 --- W:象素 #W:象素 WW:[象素|DPW:可以] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:nsubj OP:NONE EM:NONE
KEY:OP --- 7@8 --- W:还 #W:还 WW:[还|DPW:可以] POS:AD #POS:AD PP:[AD|DPPOS:VV] #DP:advmod OP:NONE EM:NONE
KEY:OP --- 8@3 --- W:可以 #W:可以 WW:[可以|DPW:感觉] POS:VV #POS:VV PP:[VV|DPPOS:VV] #DP:dep OP:NONE EM:NONE
KEY:NONE --- 9@9 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE

KEY:NONE --- 0@1 --- W:金属 #W:金属 WW:[金属|DPW:外壳] POS:NN #POS:NN PP:[NN|DPPOS:NN] #DP:nn OP:NONE EM:NONE
KEY:ATTR --- 1@9 --- W:外壳 #W:外壳 WW:[外壳|DPW:砸] POS:NN #POS:NN PP:[NN|DPPOS:VV] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 2@2 --- W:， #W:， WW:[，|DPW:NONE] POS:PU #POS:PU PP:[PU|DPPOS:NONE] #DP:NONE OP:NONE EM:NONE
KEY:NONE --- 3@9 --- W:我们 #W:我们 WW:[我们|DPW:砸] POS:PN #POS:PN PP:[PN|DPPOS:VV] #DP:nsubj OP:NONE EM:NONE
KEY:NONE --- 4@5 --- W:工程 #W:工程 WW:[工程|DPW:上] POS:NN #POS:NN PP:[NN|DPPOS:LC] #DP:lobj OP:NONE EM:NONE
